Date,Population,Per_Capita_Consumption_LPCD,Season_Factor,Random_Fluctuation,Total_Consumption_MLD,Crisis_Event
2019-07-04,8000000,127.2,0.95,1.003,1160.06,
2019-07-05,8000000,127.2,0.95,0.997,1149.18,
2019-07-06,8000000,127.2,0.95,1.009,1151.94,
2019-07-07,8000000,127.2,0.95,1.021,1167.91,
2019-07-08,8000000,127.2,0.95,0.998,1157.67,
2019-07-09,8000000,127.2,0.95,0.997,1147.91,
2019-07-10,8000000,127.2,0.95,1.001,1142.66,
2019-07-11,8000000,127.2,0.95,0.999,1135.48,
2019-07-12,8000000,127.2,0.95,1.008,1137.92,
2019-07-13,8000000,127.2,0.95,0.989,1119.87,
2019-07-14,8000000,127.2,0.95,0.99,1103.7,
2019-07-15,8000000,127.2,0.95,1.007,1106.45,
2019-07-16,8000000,127.2,0.95,0.996,1097.5,
2019-07-17,8000000,127.2,0.95,0.986,1078.94,
2019-07-18,8000000,127.2,0.95,0.995,1070.88,
2019-07-19,8000000,127.2,0.95,0.995,1063.04,
2019-07-20,8000000,127.2,0.95,1.0,1060.98,
2019-07-21,8000000,127.2,0.95,0.984,1042.8,
2019-07-22,8000000,127.2,0.95,1.033,1074.49,
2019-07-23,8000000,127.2,0.95,0.983,1054.3,
2019-07-24,8000000,127.2,0.95,1.01,1062.25,
2019-07-25,8000000,127.2,0.95,0.991,1051.0,
2019-07-26,8000000,127.2,0.95,1.003,1052.61,
2019-07-27,8000000,127.2,0.95,0.984,1034.38,
2019-07-28,8000000,127.49,0.95,1.005,1038.21,
2019-07-29,8000000,127.49,0.95,1.015,1052.17,
2019-07-30,8000000,127.49,0.95,0.998,1048.64,
2019-07-31,8000000,127.49,0.95,0.997,1043.8,
2019-08-01,8000000,127.49,0.95,0.998,1041.1,
2019-08-02,8000000,127.49,0.95,0.988,1027.8,
2019-08-03,8000000,127.49,0.95,0.994,1021.6,
2019-08-04,8000000,127.49,0.95,0.995,1017.14,
2019-08-05,8000000,127.49,0.95,1.005,1022.24,
2019-08-06,8000000,127.49,0.95,0.999,1021.15,
2019-08-07,8000000,127.49,0.95,0.999,1020.42,
2019-08-08,8000000,127.49,0.95,1.009,1029.46,
2019-08-09,8000000,127.49,0.95,0.991,1020.23,
2019-08-10,8000000,127.49,0.95,1.002,1022.29,
2019-08-11,8000000,127.49,0.95,1.006,1028.09,
2019-08-12,8000000,127.49,0.95,0.995,1022.31,
2019-08-13,8000000,127.49,0.95,1.014,1036.11,
2019-08-14,8000000,127.49,0.95,0.997,1031.97,
2019-08-15,8000000,127.49,0.95,0.99,1021.76,
2019-08-16,8000000,127.49,0.95,0.989,1011.33,
2019-08-17,8000000,127.49,0.95,0.986,998.75,
2019-08-18,8000000,127.49,0.95,0.994,993.69,
2019-08-19,8000000,127.49,0.95,1.001,995.66,
2019-08-20,8000000,127.49,0.95,1.003,999.79,
2019-08-21,8000000,127.49,0.95,1.01,1009.94,
2019-08-22,8000000,127.49,0.95,0.988,998.83,
2019-08-23,8000000,127.49,0.95,0.98,981.04,
2019-08-24,8000000,127.49,0.95,0.99,973.94,
2019-08-25,8000000,127.49,0.95,0.992,969.11,
2019-08-26,8000000,127.49,0.95,0.973,946.47,
2019-08-27,8000000,127.49,0.95,1.026,973.68,
2019-08-28,8000000,127.49,0.95,0.996,972.04,
2019-08-29,8000000,127.49,0.95,1.003,977.16,
2019-08-30,8000000,127.49,0.95,0.999,978.17,
2019-08-31,8000000,127.49,0.95,0.979,961.02,
2019-09-01,8000000,127.49,0.95,1.01,972.87,
2019-09-02,8000000,127.49,0.95,1.004,979.01,
2019-09-03,8000000,127.49,0.95,0.998,978.81,
2019-09-04,8000000,127.49,0.95,0.992,973.04,
2019-09-05,8000000,127.49,0.95,1.006,981.15,
2019-09-06,8000000,127.49,0.95,0.988,971.93,
2019-09-07,8000000,127.49,0.95,0.993,967.85,
2019-09-08,8000000,127.49,0.95,0.977,949.4,
2019-09-09,8000000,127.49,0.95,0.984,938.88,
2019-09-10,8000000,127.49,0.95,1.011,952.92,
2019-09-11,8000000,127.49,0.95,0.988,944.96,
2019-09-12,8000000,127.49,0.95,1.007,954.6,
2019-09-13,8000000,127.49,0.95,0.994,952.48,
2019-09-14,8000000,127.49,0.95,0.986,942.79,
2019-09-15,8000000,127.49,0.95,1.023,967.44,
2019-09-16,8000000,127.49,0.95,0.993,963.24,
2019-09-17,8000000,127.49,0.95,1.003,968.94,
2019-09-18,8000000,127.49,0.95,0.997,969.03,
2019-09-19,8000000,127.49,0.95,1.016,986.55,
2019-09-20,8000000,127.49,0.95,0.99,979.01,
2019-09-21,8000000,127.49,0.95,0.999,980.17,
2019-09-22,8000000,127.49,0.95,0.989,972.27,
2019-09-23,8000000,127.49,0.95,1.008,981.89,
2019-09-24,8000000,127.49,0.95,0.996,979.67,
2019-09-25,8000000,127.49,0.95,0.988,970.33,
2019-09-26,8000000,127.49,0.95,0.978,952.1,
2019-09-27,8000000,127.49,0.95,1.011,965.28,
2019-09-28,8000000,127.49,0.95,1.001,968.95,
2019-09-29,8000000,127.49,0.95,1.009,979.39,
2019-09-30,8000000,127.49,0.95,1.013,993.93,
2019-10-01,8000000,134.2,1.0,0.994,992.22,
2019-10-02,8000000,134.2,1.0,1.006,1002.22,
2019-10-03,8000000,134.2,1.0,0.993,998.97,
2019-10-04,8000000,134.2,1.0,0.992,995.08,
2019-10-05,8000000,134.2,1.0,0.983,982.54,
2019-10-06,8000000,134.2,1.0,1.007,993.29,
2019-10-07,8000000,134.2,1.0,0.991,988.57,
2019-10-08,8000000,134.2,1.0,0.991,984.5,
2019-10-09,8000000,134.2,1.0,0.995,984.24,
2019-10-10,8000000,134.2,1.0,0.99,978.92,
2019-10-11,8000000,134.2,1.0,1.009,991.92,
2019-10-12,8000000,134.2,1.0,0.991,987.46,
2019-10-13,8000000,134.2,1.0,0.998,989.57,
2019-10-14,8000000,134.2,1.0,0.978,973.1,
2019-10-15,8000000,134.2,1.0,0.997,975.55,
2019-10-16,8000000,134.2,1.0,0.993,973.65,
2019-10-17,8000000,134.2,1.0,0.987,966.24,
2019-10-18,8000000,134.2,1.0,0.985,958.29,
2019-10-19,8000000,134.2,1.0,1.002,965.83,
2019-10-20,8000000,134.2,1.0,1.018,988.19,
2019-10-21,8000000,134.2,1.0,1.004,996.2,
2019-10-22,8000000,134.2,1.0,1.006,1005.66,
2019-10-23,8000000,134.2,1.0,1.002,1011.15,
2019-10-24,8000000,134.2,1.0,0.994,1008.96,
2019-10-25,8000000,134.2,1.0,0.991,1003.86,
2019-10-26,8000000,134.2,1.0,1.004,1011.25,
2019-10-27,8000000,134.2,1.0,0.989,1003.83,
2019-10-28,8000000,134.2,1.0,1.001,1007.9,
2019-10-29,8000000,134.2,1.0,1.001,1011.96,
2019-10-30,8000000,134.2,1.0,1.008,1023.07,
2019-10-31,8000000,134.2,1.0,1.001,1026.72,
2019-11-01,8000000,134.2,1.0,1.011,1040.01,
2019-11-02,8000000,134.2,1.0,0.997,1038.62,
2019-11-03,8000000,134.2,1.0,1.021,1060.84,
2019-11-04,8000000,134.2,1.0,1.018,1079.42,
2019-11-05,8000000,134.2,1.0,1.009,1088.15,
2019-11-06,8000000,134.2,1.0,1.011,1099.09,
2019-11-07,8000000,134.2,1.0,0.995,1092.91,
2019-11-08,8000000,134.2,1.0,1.008,1099.79,
2019-11-09,8000000,134.2,1.0,0.994,1092.55,
2019-11-10,8000000,134.2,1.0,1.006,1097.71,
2019-11-11,8000000,134.2,1.0,0.998,1093.92,
2019-11-12,8000000,134.2,1.0,0.995,1087.36,
2019-11-13,8000000,134.2,1.0,0.999,1085.55,
2019-11-14,8000000,134.2,1.0,1.003,1087.86,
2019-11-15,8000000,134.2,1.0,1.0,1086.68,
2019-11-16,8000000,134.2,1.0,0.994,1079.75,
2019-11-17,8000000,134.2,1.0,0.995,1074.27,
2019-11-18,8000000,134.2,1.0,1.018,1092.6,
2019-11-19,8000000,134.2,1.0,1.005,1096.83,
2019-11-20,8000000,134.2,1.0,0.987,1082.28,
2019-11-21,8000000,134.2,1.0,1.02,1102.58,
2019-11-22,8000000,134.2,1.0,0.992,1092.28,
2019-11-23,8000000,134.2,1.0,1.0,1091.01,
2019-11-24,8000000,134.2,1.0,1.006,1096.55,
2019-11-25,8000000,134.2,1.0,1.007,1102.97,
2019-11-26,8000000,134.2,1.0,0.982,1082.58,
2019-11-27,8000000,134.2,1.0,0.995,1077.22,
2019-11-28,8000000,134.2,1.0,1.001,1077.78,
2019-11-29,8000000,134.2,1.0,1.01,1087.48,
2019-11-30,8000000,134.2,1.0,1.006,1092.84,
2019-12-01,8000000,134.2,1.0,0.989,1080.83,
2019-12-02,8000000,134.2,1.0,1.01,1091.02,
2019-12-03,8000000,134.2,1.0,1.008,1098.7,
2019-12-04,8000000,134.2,1.0,1.006,1103.32,
2019-12-05,8000000,134.2,1.0,1.01,1112.34,
2019-12-06,8000000,134.2,1.0,0.993,1102.5,
2019-12-07,8000000,134.2,1.0,0.996,1096.87,
2019-12-08,8000000,134.2,1.0,0.996,1091.27,
2019-12-09,8000000,134.2,1.0,0.99,1080.54,
2019-12-10,8000000,134.2,1.0,0.975,1054.32,
2019-12-11,8000000,134.2,1.0,0.982,1037.61,
2019-12-12,8000000,134.2,1.0,0.993,1032.54,
2019-12-13,8000000,134.2,1.0,0.985,1020.27,
2019-12-14,8000000,134.2,1.0,1.018,1040.12,
2019-12-15,8000000,134.2,1.0,1.018,1059.37,
2019-12-16,8000000,134.2,1.0,1.009,1069.19,
2019-12-17,8000000,134.2,1.0,1.011,1080.91,
2019-12-18,8000000,134.2,1.0,0.994,1074.84,
2019-12-19,8000000,134.2,1.0,1.017,1092.23,
2019-12-20,8000000,134.2,1.0,0.966,1056.47,
2019-12-21,8000000,134.2,1.0,0.987,1043.93,
2019-12-22,8000000,134.2,1.0,1.004,1048.98,
2019-12-23,8000000,134.2,1.0,1.0,1050.1,
2019-12-24,8000000,134.2,1.0,0.996,1047.13,
2019-12-25,8000000,134.2,1.0,0.974,1022.71,
2019-12-26,8000000,134.2,1.0,0.993,1018.86,
2019-12-27,8000000,134.2,1.0,0.997,1018.74,
2019-12-28,8000000,134.2,1.0,1.01,1030.96,
2019-12-29,8000000,134.2,1.0,0.999,1031.76,
2019-12-30,8000000,134.2,1.0,1.002,1035.43,
2019-12-31,8000000,134.2,1.0,1.019,1055.89,
2020-01-01,8000000,134.2,1.0,1.005,1061.93,
2020-01-02,8000000,134.2,1.0,1.001,1063.86,
2020-01-03,8000000,134.2,1.0,1.004,1068.46,
2020-01-04,8000000,134.2,1.0,1.01,1078.91,
2020-01-05,8000000,134.2,1.0,1.014,1092.88,
2020-01-06,8000000,134.2,1.0,0.994,1085.22,
2020-01-07,8000000,134.2,1.0,1.004,1088.76,
2020-01-08,8000000,134.2,1.0,1.015,1103.46,
2020-01-09,8000000,134.2,1.0,0.995,1096.72,
2020-01-10,8000000,134.2,1.0,0.993,1088.66,
2020-01-11,8000000,134.2,1.0,0.986,1073.57,
2020-01-12,8000000,134.2,1.0,1.006,1079.82,
2020-01-13,8000000,134.2,1.0,0.986,1064.99,
2020-01-14,8000000,134.2,1.0,1.0,1065.5,
2020-01-15,8000000,134.2,1.0,0.993,1058.34,
2020-01-16,8000000,134.2,1.0,1.003,1061.82,
2020-01-17,8000000,134.2,1.0,1.009,1071.64,
2020-01-18,8000000,134.2,1.0,1.003,1074.4,
2020-01-19,8000000,134.2,1.0,0.999,1073.15,
2020-01-20,8000000,134.2,1.0,0.998,1070.76,
2020-01-21,8000000,134.2,1.0,0.999,1069.97,
2020-01-22,8000000,134.2,1.0,1.003,1073.23,
2020-01-23,8000000,134.2,1.0,1.008,1081.72,
2020-01-24,8000000,134.2,1.0,1.005,1086.24,
2020-01-25,8000000,134.2,1.0,0.999,1084.55,
2020-01-26,8000000,134.2,1.0,0.993,1076.8,
2020-01-27,8000000,134.2,1.0,0.991,1067.1,
2020-01-28,8000000,134.2,1.0,1.003,1070.85,
2020-01-29,8000000,134.2,1.0,0.998,1068.84,
2020-01-30,8000000,134.2,1.0,0.995,1064.39,
2020-01-31,8000000,134.2,1.0,1.001,1065.93,
2020-02-01,8000000,134.2,1.0,1.008,1073.96,
2020-02-02,8000000,134.2,1.0,0.996,1070.29,
2020-02-03,8000000,134.2,1.0,1.003,1073.45,
2020-02-04,8000000,134.2,1.0,1.002,1075.54,
2020-02-05,8000000,134.2,1.0,1.011,1086.34,
2020-02-06,8000000,134.2,1.0,1.013,1099.01,
2020-02-07,8000000,134.2,1.0,0.99,1087.31,
2020-02-08,8000000,134.2,1.0,1.001,1087.93,
2020-02-09,8000000,134.2,1.0,0.99,1076.91,
2020-02-10,8000000,134.2,1.0,0.998,1074.66,
2020-02-11,8000000,134.2,1.0,0.986,1059.82,
2020-02-12,8000000,134.2,1.0,1.004,1064.92,
2020-02-13,8000000,134.2,1.0,1.008,1073.25,
2020-02-14,8000000,134.2,1.0,1.006,1079.69,
2020-02-15,8000000,134.2,1.0,1.0,1079.87,
2020-02-16,8000000,134.2,1.0,1.005,1084.5,
2020-02-17,8000000,134.2,1.0,1.004,1087.8,
2020-02-18,8000000,134.2,1.0,1.017,1104.61,
2020-02-19,8000000,134.2,1.0,0.998,1100.86,
2020-02-20,8000000,134.2,1.0,0.998,1097.78,
2020-02-21,8000000,134.2,1.0,1.019,1116.77,
2020-02-22,8000000,134.2,1.0,1.003,1117.68,
2020-02-23,8000000,134.2,1.0,1.008,1123.46,
2020-02-24,8000000,134.2,1.0,1.021,1143.13,
2020-02-25,8000000,134.2,1.0,1.014,1154.93,
2020-02-26,8000000,134.2,1.0,1.02,1172.36,
2020-02-27,8000000,134.2,1.0,1.032,1203.18,
2020-02-28,8000000,134.2,1.0,1.02,1219.86,
2020-02-29,8000000,134.2,1.0,1.008,1221.5,
2020-03-01,8000000,134.2,1.0,1.013,1228.96,
2020-03-02,8000000,134.2,1.0,1.002,1223.81,
2020-03-03,8000000,134.2,1.0,1.004,1220.7,
2020-03-04,8000000,134.2,1.0,0.994,1205.98,
2020-03-05,8000000,134.2,1.0,1.007,1207.81,
2020-03-06,8000000,134.2,1.0,0.991,1190.46,
2020-03-07,8000000,134.2,1.0,0.993,1177.08,
2020-03-08,8000000,134.2,1.0,1.0,1171.43,
2020-03-09,8000000,134.2,1.0,0.994,1160.41,
2020-03-10,8000000,134.2,1.0,1.004,1160.11,
2020-03-11,8000000,134.2,1.0,1.012,1169.19,
2020-03-12,8000000,134.2,1.0,0.989,1152.51,
2020-03-13,8000000,134.2,1.0,1.029,1180.4,
2020-03-14,8000000,134.2,1.0,0.992,1166.23,
2020-03-15,8000000,134.2,1.0,1.006,1167.83,
2020-03-16,8000000,134.2,1.0,1.0,1163.07,
2020-03-17,8000000,134.2,1.0,1.019,1179.66,
2020-03-18,8000000,134.2,1.0,1.01,1185.26,
2020-03-19,8000000,134.2,1.0,1.009,1190.22,
2020-03-20,8000000,134.2,1.0,1.006,1191.43,
2020-03-21,8000000,134.2,1.0,1.01,1197.13,
2020-03-22,8000000,134.2,1.0,1.003,1193.82,
2020-03-23,8000000,134.2,1.0,0.99,1176.8,
2020-03-24,8000000,134.2,1.0,1.013,1185.84,
2020-03-25,8000000,134.2,1.0,0.974,1151.44,
2020-03-26,8000000,134.2,1.0,1.009,1157.93,
2020-03-27,8000000,134.2,1.0,0.99,1142.55,
2020-03-28,8000000,134.2,1.0,1.002,1141.72,
2020-03-29,8000000,134.2,1.0,1.006,1144.55,
2020-03-30,8000000,134.2,1.0,0.992,1132.15,
2020-03-31,8000000,134.2,1.0,1.001,1130.59,
2020-04-01,8000000,147.62,1.1,1.003,1136.3,
2020-04-02,8000000,147.62,1.1,0.998,1136.15,
2020-04-03,8000000,147.62,1.1,0.992,1130.12,
2020-04-04,8000000,147.62,1.1,0.993,1125.27,
2020-04-05,8000000,147.62,1.1,0.998,1125.89,
2020-04-06,8000000,147.62,1.1,0.995,1123.28,
2020-04-07,8000000,147.62,1.1,1.012,1138.88,
2020-04-08,8000000,147.62,1.1,1.003,1143.77,
2020-04-09,8000000,147.62,1.1,0.991,1135.91,
2020-04-10,8000000,147.62,1.1,1.009,1147.69,
2020-04-11,8000000,147.62,1.1,1.01,1160.61,
2020-04-12,8000000,147.62,1.1,1.006,1168.36,
2020-04-13,8000000,147.62,1.1,1.011,1181.72,
2020-04-14,8000000,147.62,1.1,1.008,1190.79,
2020-04-15,8000000,147.62,1.1,0.975,1162.12,
2020-04-16,8000000,147.62,1.1,1.007,1170.88,
2020-04-17,8000000,147.62,1.1,0.988,1158.07,
2020-04-18,8000000,147.62,1.1,1.002,1161.91,
2020-04-19,8000000,147.62,1.1,0.991,1152.78,
2020-04-20,8000000,147.62,1.1,1.001,1155.34,
2020-04-21,8000000,147.62,1.1,0.989,1144.61,
2020-04-22,8000000,147.62,1.1,0.984,1128.49,
2020-04-23,8000000,147.62,1.1,1.01,1141.69,
2020-04-24,8000000,147.62,1.1,0.997,1140.84,
2020-04-25,8000000,147.62,1.1,0.992,1134.15,
2020-04-26,8000000,147.62,1.1,0.985,1120.73,
2020-04-27,8000000,147.62,1.1,0.997,1120.69,
2020-04-28,8000000,147.62,1.1,0.995,1117.98,
2020-04-29,8000000,147.62,1.1,1.014,1136.25,
2020-04-30,8000000,147.62,1.1,1.003,1141.23,
2020-05-01,8000000,147.62,1.1,0.997,1140.31,
2020-05-02,8000000,147.62,1.1,1.018,1161.42,
2020-05-03,8000000,147.62,1.1,1.002,1164.31,
2020-05-04,8000000,147.62,1.1,0.981,1143.98,
2020-05-05,8000000,147.62,1.1,0.995,1140.93,
2020-05-06,8000000,147.62,1.1,1.014,1157.6,
2020-05-07,8000000,147.62,1.1,1.012,1172.16,
2020-05-08,8000000,147.62,1.1,1.001,1174.24,
2020-05-09,8000000,147.62,1.1,1.007,1182.31,
2020-05-10,8000000,147.62,1.1,0.998,1179.49,
2020-05-11,8000000,147.62,1.1,1.01,1190.44,
2020-05-12,8000000,147.62,1.1,1.013,1204.72,
2020-05-13,8000000,147.62,1.1,0.989,1190.44,
2020-05-14,8000000,147.62,1.1,0.996,1185.79,
2020-05-15,8000000,147.62,1.1,1.014,1200.78,
2020-05-16,8000000,147.62,1.1,1.018,1220.26,
2020-05-17,8000000,147.62,1.1,1.008,1227.81,
2020-05-18,8000000,147.62,1.1,0.992,1215.57,
2020-05-19,8000000,147.62,1.1,0.994,1206.53,
2020-05-20,8000000,147.62,1.1,1.002,1208.04,
2020-05-21,8000000,147.62,1.1,1.026,1236.8,
2020-05-22,8000000,147.62,1.1,1.004,1238.16,
2020-05-23,8000000,147.62,1.1,0.987,1220.1,
2020-05-24,8000000,147.62,1.1,0.982,1197.19,
2020-05-25,8000000,147.62,1.1,1.001,1197.3,
2020-05-26,8000000,147.62,1.1,1.001,1197.73,
2020-05-27,8000000,147.62,1.1,0.981,1174.89,
2020-05-28,8000000,147.62,1.1,0.993,1167.82,
2020-05-29,8000000,147.62,1.1,0.998,1165.89,
2020-05-30,8000000,147.62,1.1,0.998,1164.49,
2020-05-31,8000000,147.62,1.1,0.983,1146.26,
2020-06-01,8000000,147.62,1.1,0.997,1144.84,
2020-06-02,8000000,147.62,1.1,1.001,1147.5,
2020-06-03,8000000,147.62,1.1,0.998,1146.66,
2020-06-04,8000000,147.62,1.1,1.005,1153.67,
2020-06-05,8000000,147.62,1.1,0.995,1149.73,
2020-06-06,8000000,147.62,1.1,1.005,1157.02,
2020-06-07,8000000,147.62,1.1,1.018,1177.52,
2020-06-08,8000000,147.62,1.1,0.999,1176.85,
2020-06-09,8000000,147.62,1.1,1.016,1194.71,
2020-06-10,8000000,147.62,1.1,1.006,1200.91,
2020-06-11,8000000,147.62,1.1,1.017,1219.0,
2020-06-12,8000000,147.62,1.1,1.011,1229.61,
2020-06-13,8000000,147.62,1.1,0.997,1223.35,
2020-06-14,8000000,147.62,1.1,0.991,1210.28,
2020-06-15,8000000,147.62,1.1,0.985,1191.04,
2020-06-16,8000000,147.62,1.1,1.005,1195.69,
2020-06-17,8000000,147.62,1.1,1.0,1195.06,
2020-06-18,8000000,147.62,1.1,0.982,1173.83,
2020-06-19,8000000,147.62,1.1,1.013,1188.19,
2020-06-20,8000000,147.62,1.1,1.005,1193.37,
2020-06-21,8000000,147.62,1.1,0.999,1192.1,
2020-06-22,8000000,147.62,1.1,0.996,1186.85,
2020-06-23,8000000,147.62,1.1,0.983,1167.85,
2020-06-24,8000000,147.62,1.1,0.988,1155.18,
2020-06-25,8000000,147.62,1.1,1.0,1156.6,
2020-06-26,8000000,147.62,1.1,0.99,1146.47,
2020-06-27,8000000,147.62,1.1,1.004,1153.06,
2020-06-28,8000000,147.62,1.1,1.022,1178.35,
2020-06-29,8000000,147.62,1.1,0.986,1163.13,
2020-06-30,8000000,147.62,1.1,1.013,1178.84,
2020-07-01,8000000,127.49,0.95,1.017,1189.85,
2020-07-02,8000000,127.49,0.95,0.994,1385.62,Panic Spike
2020-07-03,8000000,127.49,0.95,0.994,1386.31,Panic Spike
2020-07-04,8000000,127.49,0.95,0.994,1379.48,Panic Spike
2020-07-05,8000000,127.49,0.95,0.994,1389.73,Panic Spike
2020-07-06,8000000,127.49,0.95,0.994,1393.63,Panic Spike
2020-07-07,8000000,127.49,0.95,0.994,1384.27,Panic Spike
2020-07-08,8000000,127.49,0.95,0.994,1396.29,Panic Spike
2020-07-09,8000000,127.49,0.95,0.994,1389.98,Panic Spike
2020-07-10,8000000,127.49,0.95,0.994,1381.37,Panic Spike
2020-07-11,8000000,127.49,0.95,0.994,1391.72,Panic Spike
2020-07-12,8000000,127.49,0.95,0.994,1377.22,Panic Spike
2020-07-13,8000000,127.49,0.95,0.994,1382.99,Panic Spike
2020-07-14,8000000,127.49,0.95,1.001,1365.84,
2020-07-15,8000000,127.49,0.95,1.022,1376.65,
2020-07-16,8000000,127.49,0.95,1.003,1363.05,
2020-07-17,8000000,127.49,0.95,0.995,1338.95,
2020-07-18,8000000,127.49,0.95,1.012,1338.29,
2020-07-19,8000000,127.49,0.95,1.01,1335.68,
2020-07-20,8000000,127.49,0.95,0.993,1310.95,
2020-07-21,8000000,127.49,0.95,1.004,1301.34,
2020-07-22,8000000,127.49,0.95,0.992,1277.87,
2020-07-23,8000000,127.49,0.95,0.983,1243.93,
2020-07-24,8000000,127.49,0.95,1.005,1238.46,
2020-07-25,8000000,127.49,0.95,1.004,1232.69,
2020-07-26,8000000,127.49,0.95,0.998,1219.28,
2020-07-27,8000000,127.77,0.95,1.009,1220.17,
2020-07-28,8000000,127.77,0.95,0.991,1199.9,
2020-07-29,8000000,127.77,0.95,1.002,1193.02,
2020-07-30,8000000,127.77,0.95,1.018,1204.92,
2020-07-31,8000000,127.77,0.95,1.006,1202.61,
2020-08-01,8000000,127.77,0.95,1.01,1205.08,
2020-08-02,8000000,127.77,0.95,1.014,1211.7,
2020-08-03,8000000,127.77,0.95,1.0,1201.87,
2020-08-04,8000000,127.77,0.95,0.993,1185.3,
2020-08-05,8000000,127.77,0.95,1.006,1184.18,
2020-08-06,8000000,127.77,0.95,1.014,1191.41,
2020-08-07,8000000,127.77,0.95,0.99,1171.82,
2020-08-08,8000000,127.77,0.95,0.987,1149.52,
2020-08-09,8000000,127.77,0.95,0.985,1126.92,
2020-08-10,8000000,127.77,0.95,0.983,1103.58,
2020-08-11,8000000,127.77,0.95,0.994,1093.57,
2020-08-12,8000000,127.77,0.95,1.002,1091.82,
2020-08-13,8000000,127.77,0.95,0.999,1087.77,
2020-08-14,8000000,127.77,0.95,1.009,1094.25,
2020-08-15,8000000,127.77,0.95,1.016,1106.91,
2020-08-16,8000000,127.77,0.95,0.987,1088.68,
2020-08-17,8000000,127.77,0.95,1.006,1091.81,
2020-08-18,8000000,127.77,0.95,1.004,1092.77,
2020-08-19,8000000,127.77,0.95,0.991,1079.74,
2020-08-20,8000000,127.77,0.95,1.012,1089.57,
2020-08-21,8000000,127.77,0.95,0.998,1083.88,
2020-08-22,8000000,127.77,0.95,1.002,1082.61,
2020-08-23,8000000,127.77,0.95,0.993,1072.69,
2020-08-24,8000000,127.77,0.95,0.997,1067.19,
2020-08-25,8000000,127.77,0.95,1.004,1069.1,
2020-08-26,8000000,127.77,0.95,0.999,1065.48,
2020-08-27,8000000,127.77,0.95,1.007,1070.01,
2020-08-28,8000000,127.77,0.95,0.98,1046.9,
2020-08-29,8000000,127.77,0.95,1.01,1055.22,
2020-08-30,8000000,127.77,0.95,0.994,1047.97,
2020-08-31,8000000,127.77,0.95,0.99,1036.33,
2020-09-01,8000000,127.77,0.95,1.001,1036.51,
2020-09-02,8000000,127.77,0.95,0.988,1024.45,
2020-09-03,8000000,127.77,0.95,0.987,1012.1,
2020-09-04,8000000,127.77,0.95,1.003,1015.67,
2020-09-05,8000000,127.77,0.95,1.017,1032.11,
2020-09-06,8000000,127.77,0.95,0.999,1030.8,
2020-09-07,8000000,127.77,0.95,0.997,1027.39,
2020-09-08,8000000,127.77,0.95,1.01,1036.44,
2020-09-09,8000000,127.77,0.95,1.015,1050.72,
2020-09-10,8000000,127.77,0.95,1.006,1055.16,
2020-09-11,8000000,127.77,0.95,1.009,1062.39,
2020-09-12,8000000,127.77,0.95,0.991,1051.34,
2020-09-13,8000000,127.77,0.95,0.975,1024.79,
2020-09-14,8000000,127.77,0.95,0.999,1023.86,
2020-09-15,8000000,127.77,0.95,0.999,1022.52,
2020-09-16,8000000,127.77,0.95,1.0,1022.27,
2020-09-17,8000000,127.77,0.95,0.999,1021.48,
2020-09-18,8000000,127.77,0.95,0.993,1014.45,
2020-09-19,8000000,127.77,0.95,1.009,1023.19,
2020-09-20,8000000,127.77,0.95,0.99,1013.49,
2020-09-21,8000000,127.77,0.95,0.995,1009.3,
2020-09-22,8000000,127.77,0.95,1.011,1020.52,
2020-09-23,8000000,127.77,0.95,1.006,1026.86,
2020-09-24,8000000,127.77,0.95,1.004,1030.11,
2020-09-25,8000000,127.77,0.95,1.002,1031.82,
2020-09-26,8000000,127.77,0.95,0.985,1016.44,
2020-09-27,8000000,127.77,0.95,0.99,1006.63,
2020-09-28,8000000,127.77,0.95,1.013,1019.99,
2020-09-29,8000000,127.77,0.95,1.006,1025.87,
2020-09-30,8000000,127.77,0.95,0.981,1007.1,
2020-10-01,8000000,134.5,1.0,0.998,1008.44,
2020-10-02,8000000,134.5,1.0,1.001,1012.7,
2020-10-03,8000000,134.5,1.0,0.997,1012.8,
2020-10-04,8000000,134.5,1.0,1.007,1022.79,
2020-10-05,8000000,134.5,1.0,1.013,1037.72,
2020-10-06,8000000,134.5,1.0,1.005,1044.31,
2020-10-07,8000000,134.5,1.0,0.985,1030.74,
2020-10-08,8000000,134.5,1.0,1.007,1040.21,
2020-10-09,8000000,134.5,1.0,0.992,1033.84,
2020-10-10,8000000,134.5,1.0,1.006,1042.31,
2020-10-11,8000000,134.5,1.0,0.996,1039.75,
2020-10-12,8000000,134.5,1.0,1.019,1060.24,
2020-10-13,8000000,134.5,1.0,0.989,1049.85,
2020-10-14,8000000,134.5,1.0,0.997,1048.24,
2020-10-15,8000000,134.5,1.0,0.99,1039.67,
2020-10-16,8000000,134.5,1.0,0.99,1031.6,
2020-10-17,8000000,134.5,1.0,1.015,1048.03,
2020-10-18,8000000,134.5,1.0,0.996,1044.99,
2020-10-19,8000000,134.5,1.0,0.977,1024.07,
2020-10-20,8000000,134.5,1.0,0.988,1014.51,
2020-10-21,8000000,134.5,1.0,0.993,1011.09,
2020-10-22,8000000,134.5,1.0,0.989,1003.66,
2020-10-23,8000000,134.5,1.0,1.005,1012.38,
2020-10-24,8000000,134.5,1.0,1.002,1017.14,
2020-10-25,8000000,134.5,1.0,1.0,1019.86,
